tic,indicator,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
PLZL,P/E,,,,,,,,7.61,17.19,10.55,9.38,9.54,
PLZL,P/B,,,,,,,,8.43,11.78,6.82,2.81,-25.42,
PLZL,P/S,,,,,,,,3.67,5.63,4.82,3.55,3.07,
PLZL,P/CF,,,,,,,,6.75,9.28,8.17,8.02,5.69,
PLZL,P/FCF,,,,,,,,10.47,12.44,13.29,26.44,9.54,
PLZL,EV/S,,,,,,,,4.45,6.05,5.21,4.08,4.4,
PLZL,EV/EBITDA,,,,,,,,5.95,11.26,7.82,6.83,8.24,
PLZL,EV/EBIT,,,,,,,,6.7818,12.9205,8.7709,8.226,9.8629,
PLZL,Коэффициент долга,,,,,,,,0.77,0.66,0.56,0.47,1.07,
PLZL,D/E,,,,,,,,3.3522,1.9828,1.2892,0.8772,-15.8301,
PLZL,CAPEX/Выручка,,,,,,,,19.2633,15.3788,22.7568,30.8583,21.8598,
PLZL,NetDebt/EBITDA,,,,,,,,1.0539,0.7956,0.5886,0.8832,2.4815,
PLZL,Долг/EBITDA,,,,,,,,1.63,1.34,1.0,1.41,3.09,
PLZL,ROE,,,,,,,,105.51,67.88,64.4,29.86,-269.59,
PLZL,ROA,,,,,,,,24.24,22.76,28.13,15.91,18.18,
PLZL,Return on Sales,,,,,,,,65.69,46.86,59.46,49.56,44.62,
PLZL,ROIC,,,,,,,,26.56,37.33,34.55,17.53,31.95,
PLZL,ROCE,,,,,,,,38.6608,35.6261,41.7792,22.7436,29.987,
PLZL,Net Margin,,,,,,,,48.4827,33.669,45.8464,37.8094,32.2376,
PLZL,Операционная маржа,,,,,,,,55.2293,61.5198,59.5575,46.653,58.6565,
PLZL,EBITDA рентабельность,,,,,,,,74.8712,53.7675,66.6582,59.701,53.4277,
PLZL,Тек. ливкидность,,,,,,,,2.2557,2.9234,2.215,3.2671,2.0626,
PMSB,Долг/EBITDA,0.34,1.54,,,,,,,,,,,
PMSBP,Долг/EBITDA,0.34,1.54,,,,,,,,,,,
POLY,P/E,,,,,,,,15.29,10.43,9.12,,,
POLY,P/B,,,,,,,,3.81,5.67,3.74,,,
POLY,P/S,,,,,,,,3.27,3.88,2.85,,,
POLY,P/CF,,,,,,,,10.54,9.53,6.9,,,
POLY,P/FCF,,,,,,37.02,27.27,28.66,18.26,19.72,,,
POLY,EV/S,,,,,,,,3.93,4.35,3.42,,,
POLY,EV/EBITDA,,,,,,,,8.2,7.54,6.76,,,
POLY,EV/EBIT,,,,,,,,12.7416,8.618,8.1079,,,
POLY,Коэффициент долга,,,,,,,,0.54,0.55,0.57,,,
POLY,D/E,,,,,,,,1.1753,1.2403,1.3382,,,
POLY,CAPEX/Выручка,,,,,,,,19.4556,19.4764,26.263,,,
POLY,NetDebt/EBITDA,,,,,,,,1.3758,0.8168,1.125,,,
POLY,Долг/EBITDA,,,,,,,,1.61,1.05,1.41,,,
POLY,ROE,,,,,,,,24.76,54.39,41.04,,,
POLY,ROA,,,,,,,,11.38,24.28,17.55,,,
POLY,Return on Sales,,,,,,,,30.88,50.51,42.21,,,
POLY,ROIC,,,,,,,,15.88,29.47,22.21,,,
POLY,ROCE,,,,,,,,18.1484,38.4943,28.8076,,,
POLY,Net Margin,,,,,,,,21.5529,37.2077,31.2803,,,
POLY,Операционная маржа,,,,,,,,35.4752,50.0524,41.7993,,,
POLY,EBITDA рентабельность,,,,,,,,47.9697,57.7312,50.6574,,,
POLY,Тек. ливкидность,,,,,,,,2.7564,2.1756,1.6834,,,
POSI,P/E,,,,,,,,,,26.51,13.67,13.64,
POSI,P/B,,,,,,,,,,14.49,10.03,10.02,
POSI,P/S,,,,,,,,,,7.17,6.04,5.95,
POSI,P/CF,,,,,,,,,,24.47,19.58,24.22,
POSI,P/FCF,,,,,,,,,,26.09,21.66,27.71,
POSI,EV/S,,,,,,,,0.24,10.05,7.34,6.06,6.13,
POSI,EV/EBITDA,,,,,,,,1.16,25.61,19.25,12.24,12.59,
POSI,EV/EBIT,,,,,,,,2.6394,33.687,25.0348,13.7118,13.9107,
POSI,Коэффициент долга,,,,,,,,0.8,0.61,0.63,0.53,0.53,
POSI,D/E,,,,,,,,4.0219,1.5906,1.6755,1.114,1.1488,
POSI,CAPEX/Выручка,,,,,,,,2.1911,2.1778,1.8105,2.9564,3.0935,
POSI,NetDebt/EBITDA,,,,,,,,1.1597,0.3333,0.4418,0.0395,0.3689,
POSI,Долг/EBITDA,,,,,,,,1.51,0.54,0.73,0.64,0.52,
POSI,ROE,,,,,,,,15.94,59.97,54.64,73.37,73.45,
POSI,ROA,,,,,,,,3.17,23.15,20.42,34.71,34.18,
POSI,Return on Sales,,,,,,,,8.93,29.83,29.32,44.21,44.09,
POSI,ROIC,,,,,,,,8.72,41.44,39.9,52.4,49.06,
POSI,ROCE,,,,,,,,10.9392,42.5453,42.1456,52.3176,49.8989,
POSI,Net Margin,,,,,,,,4.6631,27.3572,27.0474,44.1973,43.6519,
POSI,Операционная маржа,,,,,,,,9.0224,30.2473,29.4086,44.2926,44.2209,
POSI,EBITDA рентабельность,,,,,,,,20.334,39.2284,38.1248,49.5386,48.7368,
POSI,Тек. ливкидность,,,,,,,,0.5343,0.918,0.9472,1.9025,2.149,
PRFN,P/FCF,,,1.5,,,,10.1,,,,,,
PRMD,EV/S,,,,,,,,,,,0.67,6.03,
PRMD,EV/EBITDA,,,,,,,,,,,1.52,14.88,
PRMD,EV/EBIT,,,,,,,,,,,1.6855,17.5134,
PRMD,Коэффициент долга,,,,,,,,,,,0.6,0.63,
PRMD,D/E,,,,,,,,,,,1.4881,1.6776,
PRMD,CAPEX/Выручка,,,,,,,,,,,49.2993,27.9142,
PRMD,NetDebt/EBITDA,,,,,,,,,,,1.515,2.4262,
PRMD,Долг/EBITDA,,,,,,,,,,,1.87,2.52,
PRMD,ROE,,,,,,,,,,,38.3,22.83,
PRMD,ROA,,,,,,,,,,,15.33,8.53,
PRMD,Return on Sales,,,,,,,,,,,39.76,34.45,
PRMD,ROIC,,,,,,,,,,,24.47,12.91,
PRMD,ROCE,,,,,,,,,,,30.892,18.8485,
PRMD,Net Margin,,,,,,,,,,,29.4869,18.7401,
PRMD,Операционная маржа,,,,,,,,,,,39.6829,35.34,
PRMD,EBITDA рентабельность,,,,,,,,,,,44.2384,40.5527,
PRMD,Тек. ливкидность,,,,,,,,,,,1.2662,2.6562,
QIWI,P/E,,,,,,,,15.38,5.4,2.19,1.97,,
QIWI,P/B,,,,,,,,2.72,1.51,0.87,0.45,,
QIWI,P/S,,,,,,,,2.07,1.18,0.92,6.12,,
QIWI,P/CF,,,,,,,,8.04,7.83,-8.43,1.73,,
QIWI,P/FCF,,,,,,,2.69,9.36,8.43,,1.79,,
QIWI,EV/S,,,,,,,,0.94,0.17,0.24,-4.21,,
QIWI,EV/EBITDA,,,,,,,,3.71,0.5,0.74,18.85,,
QIWI,EV/EBIT,,,,,,,,2.8198,0.4826,0.4736,14.8963,,
QIWI,Коэффициент долга,,,,,,,,0.66,0.62,0.48,0.48,,
QIWI,D/E,,,,,,,,1.9696,1.6223,0.9143,0.9333,,
QIWI,CAPEX/Выручка,,,,,,,,3.6198,1.0733,1.252,11.0584,,
QIWI,NetDebt/EBITDA,,,,,,,,-4.4572,-2.95,-2.1492,46.2208,,
QIWI,Долг/EBITDA,,,,,,,,0.17,0.47,0.36,-4.16,,
QIWI,ROE,,,,,,,,17.81,28.13,40.0,23.76,,
QIWI,ROA,,,,,,,,6.0,10.73,20.89,12.29,,
QIWI,Return on Sales,,,,,,,,33.31,35.53,49.89,-28.29,,
QIWI,ROIC,,,,,,,,15.67,22.61,20.02,-1.74,,
QIWI,ROCE,,,,,,,,38.3263,37.2965,40.2471,-1.9482,,
QIWI,Net Margin,,,,,,,,13.5973,22.0029,42.6304,326.412,,
QIWI,Операционная маржа,,,,,,,,33.3241,34.6216,29.1844,-25.2254,,
QIWI,EBITDA рентабельность,,,,,,,,25.3165,34.0628,32.0092,-22.3541,,
QIWI,Тек. ливкидность,,,,,,,,1.2364,1.4556,2.113,1.8344,,
RASP,Долг/EBITDA,,-52.92,-2.34,-6.76,1.27,,,,,,,,
RBCM,P/E,,,,,1.36,3.69,-0.42,0.33,2.64,,,,
RBCM,P/B,,,,,-0.2,-0.16,-0.08,-0.09,-0.1,,,,
RBCM,P/S,,,,,0.5,0.35,0.24,0.21,0.21,,,,
RBCM,P/CF,,,,,34.44,5.41,9.55,-5.2,1.22,,,,
RBCM,P/FCF,,,,,,,,,2.01,,,,
RBCM,EV/S,,,,,3.09,2.7,3.22,2.78,2.51,,,,
RBCM,EV/EBITDA,,,,,19.74,15.23,18.25,17.46,11.44,,,,
RBCM,EV/EBIT,,,,,5.029,11.2189,-7.8583,3.4933,8.6205,,,,
RBCM,Коэффициент долга,,,,,4.42,4.33,5.06,3.41,3.18,,,,
RBCM,D/E,,,,,-1.292,-1.3004,-1.2466,-1.4157,-1.4585,,,,
RBCM,CAPEX/Выручка,,,,,4.8549,5.6193,7.7765,5.9465,6.7399,,,,
RBCM,NetDebt/EBITDA,,,,,16.5543,13.2424,16.8777,16.1305,10.4776,,,,
RBCM,Долг/EBITDA,,,,,17.33,13.81,17.54,16.48,11.61,,,,
RBCM,ROE,,,,,-15.88,-4.14,21.22,-28.49,-3.78,,,,
RBCM,ROA,,,,,54.38,13.8,-86.06,68.55,8.25,,,,
RBCM,Return on Sales,,,,,61.54,24.1,-40.92,79.62,29.12,,,,
RBCM,ROIC,,,,,57.37,67.04,30.41,10.38,16.62,,,,
RBCM,ROCE,,,,,494.957,160.269,-119.636,150.791,54.2131,,,,
RBCM,Net Margin,,,,,37.6747,8.893,-58.172,61.5267,7.6885,,,,
RBCM,Операционная маржа,,,,,8.4378,11.0361,10.4023,5.6057,13.5131,,,,
RBCM,EBITDA рентабельность,,,,,15.6754,17.7523,17.6233,15.9312,21.9504,,,,
RBCM,Тек. ливкидность,,,,,0.5638,0.6014,0.9365,1.2619,1.3868,,,,
RENI,P/E,,,,,,,,,,15.17,,,
RENI,P/B,,,,,,,,,,1.08,,,
RENI,P/S,,,,,,,,,,0.56,,,
RENI,P/CF,,,,,,,,,,-5.31,,,
RENI,EV/S,,,,,,,-0.08,-0.15,0.44,0.48,,,
RENI,Коэффициент долга,,,,,,,0.8,0.81,0.82,0.72,,,
RENI,D/E,,,,,,,3.8944,4.1485,4.4118,2.5566,,,
RENI,CAPEX/Выручка,,,,,,,0.9992,0.5269,1.0146,0.9453,,,
RENI,ROE,,,,,,,15.62,16.22,15.47,7.15,,,
RENI,ROA,,,,,,,3.19,3.15,2.86,2.01,,,
RENI,Net Margin,,,,,,,4.9262,5.9466,5.7883,3.6996,,,
RKKE,P/FCF,,1.29,6.79,16.86,0.41,,,,,,,,
RNFT,P/E,,,,,,,,6.66,-4.08,1.39,1.17,1.92,
RNFT,P/B,,,,,,,,2.61,1.9,0.7,0.29,0.43,
RNFT,P/S,,,,,,,,0.87,0.52,0.17,0.08,0.16,
RNFT,P/CF,,,,,,,,2.71,2.16,1.12,0.57,0.65,
RNFT,P/FCF,,,,,,,,4.43,4.23,2.12,1.31,0.95,
RNFT,EV/S,,,,,,,,1.28,1.19,0.46,0.34,0.47,
RNFT,EV/EBITDA,,,,,,,,4.83,-950.53,1.89,2.16,2.66,
RNFT,EV/EBIT,,,,,,,,6.8365,-10.5608,2.3267,3.2202,4.3125,
RNFT,Коэффициент долга,,,,,,,,0.73,0.82,0.73,0.67,0.7,
RNFT,D/E,,,,,,,,2.6603,4.6179,2.7087,2.0151,2.3745,
RNFT,CAPEX/Выручка,,,,,,,,12.4028,11.7624,7.0149,8.1733,8.0792,
RNFT,NetDebt/EBITDA,,,,,,,,1.5597,-536.359,1.2013,1.6396,1.7238,
RNFT,Долг/EBITDA,,,,,,,,1.62,-561.69,1.34,1.69,1.95,
RNFT,ROE,,,,,,,,28.54,-43.47,42.37,21.5,6.15,
RNFT,ROA,,,,,,,,7.8,-7.74,11.42,7.13,1.82,
RNFT,Return on Sales,,,,,,,,18.73,-11.28,19.72,10.58,10.83,
RNFT,ROIC,,,,,,,,11.83,-9.75,19.38,12.17,3.42,
RNFT,ROCE,,,,,,,,15.9888,-7.3812,25.5811,14.5856,11.384,
RNFT,Net Margin,,,,,,,,11.6787,-15.9915,12.1695,6.9232,2.4493,
RNFT,Операционная маржа,,,,,,,,18.5024,-14.9111,21.5283,11.6932,10.2373,
RNFT,EBITDA рентабельность,,,,,,,,26.505,-0.1254,24.3085,15.7686,17.5667,
RNFT,Тек. ливкидность,,,,,,,,0.5722,0.3499,0.4336,0.4576,0.5417,
ROLO,P/E,,,,,,,,-30.41,-55.44,,,,
ROLO,P/B,,,,,,,,2.96,5.96,,,,
ROLO,P/S,,,,,,,,0.93,8.55,,,,
ROLO,P/CF,,,,,,,,-10.64,-29.89,,,,
ROLO,P/FCF,,,,,13.32,,17.16,,,,,,
ROLO,EV/S,,,,,,,,1.11,10.47,,,,
ROLO,EV/EBITDA,,,,,,,,-697.96,186.14,,,,
ROLO,EV/EBIT,,,,,,,,-44.1583,-123.161,,,,
ROLO,Коэффициент долга,,,,,,,,0.63,0.71,,,,
ROLO,D/E,,,,,,,,1.6702,2.4769,,,,
ROLO,CAPEX/Выручка,,,,,,,,8.5166,55.2657,,,,
ROLO,NetDebt/EBITDA,,,,,,,,-117.432,34.1228,,,,
ROLO,Долг/EBITDA,,,,,,,,-121.43,35.72,,,,
ROLO,ROE,,,,,,,,-16.17,-15.92,,,,
ROLO,ROA,,,,,,,,-6.06,-4.58,,,,
ROLO,Return on Sales,,,,,,,,-2.52,-8.5,,,,
ROLO,ROIC,,,,,,,,-3.3,-0.64,,,,
ROLO,ROCE,,,,,,,,-3.7505,-1.9537,,,,
ROLO,Net Margin,,,,,,,,-5.0708,-22.8469,,,,
ROLO,Операционная маржа,,,,,,,,-2.5231,-2.9401,,,,
ROLO,EBITDA рентабельность,,,,,,,,-0.1596,5.6256,,,,
ROLO,Тек. ливкидность,,,,,,,,1.2786,2.0057,,,,
ROSN,P/E,,,,,,,8.26,6.77,35.0,7.18,,,
ROSN,P/B,,,,,,,1.12,1.06,0.98,1.15,,,
ROSN,P/S,,,,,,,0.55,0.55,0.8,0.72,,,
ROSN,P/CF,,,,,,,3.02,4.3,2.65,5.43,,,
ROSN,P/FCF,,,,,,,4.0,5.08,10.87,6.07,,,
ROSN,EV/S,,,,,,1.12,0.98,0.95,1.43,1.17,,,
ROSN,EV/EBITDA,,,,,,4.78,3.87,3.9,6.79,4.38,,,
ROSN,EV/EBIT,,,,,,13.0836,8.0505,7.6174,28.6019,7.5507,,,
ROSN,Коэффициент долга,,,,,,,0.64,0.6,0.64,0.61,,,
ROSN,D/E,,,,,,,1.8144,1.5143,1.8057,1.5361,,,
ROSN,CAPEX/Выручка,,,,,,,11.3984,9.8432,13.6356,17.4752,,,
ROSN,NetDebt/EBITDA,,,,,,2.5944,1.6891,1.6323,2.9686,1.6622,,,
ROSN,Долг/EBITDA,,,,,,2.83,2.09,1.74,3.64,1.95,,,
ROSN,ROE,,,,,,,13.88,15.58,3.03,15.6,,,
ROSN,ROA,,,,,,,4.93,6.2,1.08,6.15,,,
ROSN,Return on Sales,,,,,,,12.14,12.43,4.99,15.43,,,
ROSN,ROIC,,,,,,,9.73,10.33,3.09,9.52,,,
ROSN,ROCE,,,,,,,9.7191,10.578,2.344,10.584,,,
ROSN,Net Margin,,,,,,,7.8781,9.2439,2.8834,11.5512,,,
ROSN,Операционная маржа,,,,,,,15.5863,15.0415,6.5659,17.167,,,
ROSN,EBITDA рентабельность,,,,,,,25.261,24.2623,21.0005,26.5951,,,
ROSN,Тек. ливкидность,,,,,,,1.0515,0.8697,0.9395,0.9598,,,
RTKM,P/E,,,,,,,,10.75,14.39,10.39,6.29,6.92,
RTKM,P/B,,,,,,,,1.04,1.86,1.58,0.98,1.07,
RTKM,P/S,,,,,,,,0.46,0.61,0.51,0.31,0.34,
RTKM,P/CF,,,,,,,,1.54,2.45,1.95,1.38,1.39,
RTKM,P/FCF,,,,,,,,7.17,417.9,9.13,4.32,4.19,
RTKM,EV/S,,,,,,,,1.16,1.3,1.38,1.11,1.13,
RTKM,EV/EBITDA,,,,,,,,3.22,3.66,3.66,2.84,3.0,
RTKM,EV/EBIT,,,,,,,,8.7784,10.0337,10.3415,7.2573,7.3096,
RTKM,Коэффициент долга,,,,,,,,0.76,0.78,0.79,0.78,0.78,
RTKM,D/E,,,,,,,,3.129,3.593,3.8499,3.6151,3.5347,
RTKM,CAPEX/Выручка,,,,,,,,28.2464,24.8656,25.4856,18.6397,20.7961,
RTKM,NetDebt/EBITDA,,,,,,,,1.9508,1.9259,2.3089,2.048,2.1087,
RTKM,Долг/EBITDA,,,,,,,,1.41,2.09,2.03,1.83,1.83,
RTKM,ROE,,,,,,,,10.22,11.65,14.0,14.45,15.43,
RTKM,ROA,,,,,,,,2.48,2.54,2.89,3.13,3.4,
RTKM,Return on Sales,,,,,,,,13.17,12.93,13.37,15.32,15.49,
RTKM,ROIC,,,,,,,,7.58,6.49,7.08,9.32,10.26,
RTKM,ROCE,,,,,,,,9.7057,8.9267,9.5531,11.9752,13.8115,
RTKM,Net Margin,,,,,,,,4.5986,4.6377,5.4874,5.6153,5.9801,
RTKM,Операционная маржа,,,,,,,,12.8807,12.6104,12.7061,15.3441,16.8611,
RTKM,EBITDA рентабельность,,,,,,,,35.8807,35.4825,37.7182,39.0915,37.7384,
RTKM,Тек. ливкидность,,,,,,,,0.4571,0.6248,0.5764,0.5805,0.4782,
RTKMP,P/E,,,,,,,,10.75,14.39,10.39,6.29,6.92,
RTKMP,P/B,,,,,,,,1.04,1.86,1.58,0.98,1.07,
RTKMP,P/S,,,,,,,,0.46,0.61,0.51,0.31,0.34,
RTKMP,P/CF,,,,,,,,1.54,2.45,1.95,1.38,1.39,
RTKMP,P/FCF,,,,,,,,7.17,417.9,9.13,4.32,4.19,
RTKMP,EV/S,,,,,,,,1.16,1.3,1.38,1.11,1.13,
RTKMP,EV/EBITDA,,,,,,,,3.22,3.66,3.66,2.84,3.0,
RTKMP,EV/EBIT,,,,,,,,8.7784,10.0337,10.3415,7.2573,7.3096,
RTKMP,Коэффициент долга,,,,,,,,0.76,0.78,0.79,0.78,0.78,
RTKMP,D/E,,,,,,,,3.129,3.593,3.8499,3.6151,3.5347,
RTKMP,CAPEX/Выручка,,,,,,,,28.2464,24.8656,25.4856,18.6397,20.7961,
RTKMP,NetDebt/EBITDA,,,,,,,,1.9508,1.9259,2.3089,2.048,2.1087,
RTKMP,Долг/EBITDA,,,,,,,,1.41,2.09,2.03,1.83,1.83,
RTKMP,ROE,,,,,,,,10.22,11.65,14.0,14.45,15.43,
RTKMP,ROA,,,,,,,,2.48,2.54,2.89,3.13,3.4,
RTKMP,Return on Sales,,,,,,,,13.17,12.93,13.37,15.32,15.49,
RTKMP,ROIC,,,,,,,,7.58,6.49,7.08,9.32,10.26,
RTKMP,ROCE,,,,,,,,9.7057,8.9267,9.5531,11.9752,13.8115,
RTKMP,Net Margin,,,,,,,,4.5986,4.6377,5.4874,5.6153,5.9801,
RTKMP,Операционная маржа,,,,,,,,12.8807,12.6104,12.7061,15.3441,16.8611,
RTKMP,EBITDA рентабельность,,,,,,,,35.8807,35.4825,37.7182,39.0915,37.7384,
RTKMP,Тек. ливкидность,,,,,,,,0.4571,0.6248,0.5764,0.5805,0.4782,
RUAL,P/E,,,,,,,,7.86,9.55,,,,
RUAL,P/B,,,,,,,,1.12,1.11,,,,
RUAL,P/S,,,,,,,,0.78,0.85,,,,
RUAL,P/CF,,,,,,,,4.57,6.64,,,,
RUAL,P/FCF,,,,,9.71,12.39,,9.38,37.36,,,,
RUAL,EV/S,,,,,,,,1.44,1.5,,,,
RUAL,EV/EBITDA,,,,,,,,14.5,14.71,,,,
RUAL,EV/EBIT,,,,,,,,7.9772,10.2082,,,,
RUAL,Коэффициент долга,,,,,,,,0.62,0.62,,,,
RUAL,D/E,,,,,,,,1.6403,1.656,,,,
RUAL,CAPEX/Выручка,,,,,,,,8.7324,10.4716,,,,
RUAL,NetDebt/EBITDA,,,,,,,,6.6936,6.3869,,,,
RUAL,Долг/EBITDA,,,,,,,,8.54,8.95,,,,
RUAL,ROE,,,,,,,,14.23,11.6,,,,
RUAL,ROA,,,,,,,,5.39,4.37,,,,
RUAL,Return on Sales,,,,,,,,18.08,14.65,,,,
RUAL,ROIC,,,,,,,,0.51,1.91,,,,
RUAL,ROCE,,,,,,,,11.3849,8.6036,,,,
RUAL,Net Margin,,,,,,,,9.8857,8.8606,,,,
RUAL,Операционная маржа,,,,,,,,0.8959,3.2571,,,,
RUAL,EBITDA рентабельность,,,,,,,,9.9475,10.1681,,,,
RUAL,Тек. ливкидность,,,,,,,,2.6226,2.1057,,,,
SBER,P/E,,,,,,,,6.76,8.04,,,,
SBER,P/B,,,,,,,,1.28,1.21,,,,
SBER,P/S,,,,,,,,2.7,2.56,,,,
SBER,P/CF,,,,,,77.92,10.32,10.72,9.21,,,,
SBER,P/FCF,,,,,13.94,,18.39,17.46,12.24,,,,
SBER,Коэффициент долга,,,,,,,,0.85,0.86,,,,
SBER,D/E,,,,,,,,5.6773,6.1368,,,,
SBER,CAPEX/Выручка,,,,,,6.2957,8.875,9.7291,6.8612,,,,
SBER,ROE,,,,,,,,18.83,15.07,,,,
SBER,ROA,,,,,,,,2.82,2.11,,,,
SBER,Net Margin,,,,,,,,39.9471,31.7891,,,,
SBERP,P/E,,,,,,,,6.76,8.04,,,,
SBERP,P/B,,,,,,,,1.28,1.21,,,,
SBERP,P/S,,,,,,,,2.7,2.56,,,,
SBERP,P/CF,,,,,,77.92,10.32,10.72,9.21,,,,
SBERP,P/FCF,,,,,13.94,,18.39,17.46,12.24,,,,
SBERP,Коэффициент долга,,,,,,,,0.85,0.86,,,,
SBERP,D/E,,,,,,,,5.6773,6.1368,,,,
SBERP,CAPEX/Выручка,,,,,,6.2957,8.875,9.7291,6.8612,,,,
SBERP,ROE,,,,,,,,18.83,15.07,,,,
SBERP,ROA,,,,,,,,2.82,2.11,,,,
SBERP,Net Margin,,,,,,,,39.9471,31.7891,,,,
SELG,P/E,,,,,,,,5.76,,,,,
SELG,P/B,,,,,,,,0.72,,,,,
SELG,P/S,,,,,,,,0.64,,,,,
SELG,P/CF,,,,,,,,-15.8,,,,,
SELG,P/FCF,,,,6.46,2.94,8.21,,,,,,,
SELG,EV/S,,,,,,,,1.79,,,,,
SELG,EV/EBITDA,,,,,,,,4.2,,,,,
SELG,EV/EBIT,,,,,,,,9.7068,,,,,
SELG,Коэффициент долга,,,,,,,,0.63,,,,,
SELG,D/E,,,,,,,,1.7115,,,,,
SELG,CAPEX/Выручка,,,,,,,,13.9167,,,,,
SELG,NetDebt/EBITDA,,,,,,,,2.705,,,,,
SELG,Долг/EBITDA,,,,,,,,2.65,,,,,
SELG,ROE,,,,,,,,9.99,,,,,
SELG,ROA,,,,,,,,3.69,,,,,
SELG,Return on Sales,,,,,,,,18.43,,,,,
SELG,ROIC,,,,,,,,8.67,,,,,
SELG,ROCE,,,,,,,,7.9374,,,,,
SELG,Net Margin,,,,,,,,9.632,,,,,
SELG,Операционная маржа,,,,,,,,23.1686,,,,,
SELG,EBITDA рентабельность,,,,,,,,42.5705,,,,,
SELG,Тек. ливкидность,,,,,,,,3.5381,,,,,
SFIN,P/E,,,,,,,,6.25,,,,,
SFIN,P/B,,,,,,,,0.65,,,,,
SFIN,P/S,,,,,,,,4.85,,,,,
SFIN,P/CF,,,,,,,,-29.62,,,,,
SFIN,P/FCF,,,,6.59,7.1,,,,,,,,
SFIN,EV/S,,,,,,,,10.41,,,,,
SFIN,Коэффициент долга,,,,,,,,0.79,,,,,
SFIN,D/E,,,,,,,,3.8506,,,,,
SFIN,CAPEX/Выручка,,,,,,,,6.0071,,,,,
SFIN,ROE,,,,,,,,10.47,,,,,
SFIN,ROA,,,,,,,,2.16,,,,,
SFIN,Net Margin,,,,,,,,78.1252,,,,,
SGZH,P/E,,,,,,,,,-70.93,11.42,11.94,-3.53,
SGZH,P/B,,,,,,,,,10.93,3.78,1.72,2.52,
SGZH,P/S,,,,,,,,,1.38,1.89,0.74,0.67,
SGZH,P/CF,,,,,,,,,6.48,13.35,-5148.56,-5.44,
SGZH,P/FCF,,,,,,,,,32.99,,,,
SGZH,EV/S,,,,,,,,2.3,2.1,2.55,1.79,2.05,
SGZH,EV/EBITDA,,,,,,,,8.22,16.12,8.05,5.41,18.19,
SGZH,EV/EBIT,,,,,,,,12.9686,53.2129,10.0254,9.913,-49.4704,
SGZH,Коэффициент долга,,,,,,,,0.82,0.9,0.78,0.82,0.89,
SGZH,D/E,,,,,,,,4.5284,9.0829,3.6317,4.4237,7.912,
SGZH,CAPEX/Выручка,,,,,,,,10.6439,17.1617,25.0053,10.5094,7.7311,
SGZH,NetDebt/EBITDA,,,,,,,,2.3967,5.5112,2.0885,3.1544,12.2843,
SGZH,Долг/EBITDA,,,,,,,,2.59,5.92,2.52,3.87,13.35,
SGZH,ROE,,,,,,,,34.31,-15.2,32.99,14.39,-71.68,
SGZH,ROA,,,,,,,,6.21,-1.51,7.12,2.65,-8.04,
SGZH,Return on Sales,,,,,,,,17.77,3.95,25.41,18.02,-4.15,
SGZH,ROIC,,,,,,,,10.24,15.32,12.22,4.95,-3.16,
SGZH,ROCE,,,,,,,,19.1774,3.7409,17.1477,11.0506,-2.955,
SGZH,Net Margin,,,,,,,,8.122,-1.9538,16.4825,6.2472,-18.9271,
SGZH,Операционная маржа,,,,,,,,13.6633,16.1864,24.1772,9.2563,-4.8674,
SGZH,EBITDA рентабельность,,,,,,,,28.0328,13.0458,31.6435,33.0395,11.2762,
SGZH,Тек. ливкидность,,,,,,,,1.0023,1.4856,0.7092,0.9216,0.5871,
SIBN,P/E,,,,,,,,4.98,12.81,5.1,,,
SIBN,P/B,,,,,,,,0.97,0.72,1.09,,,
SIBN,P/S,,,,,,,,0.8,0.75,0.84,,,
SIBN,P/CF,,,,,,,,3.28,2.92,2.73,,,
SIBN,P/FCF,,,,,,,,11.48,14.56,5.13,,,
SIBN,EV/S,,,,,,,,1.01,1.03,0.89,,,
SIBN,EV/EBITDA,,,,,,,,3.15,4.23,2.77,,,
SIBN,EV/EBIT,,,,,,,,4.8444,12.775,4.263,,,
SIBN,Коэффициент долга,,,,,,,,0.42,0.47,0.49,,,
SIBN,D/E,,,,,,,,0.7285,0.8826,0.9543,,,
SIBN,CAPEX/Выручка,,,,,,19.129,14.8664,18.2276,22.1851,15.3952,,,
SIBN,NetDebt/EBITDA,,,,,,,,0.645,1.1278,0.1629,,,
SIBN,Долг/EBITDA,,,,,,,,0.9,1.62,0.74,,,
SIBN,ROE,,,,,,,,19.07,5.33,20.46,,,
SIBN,ROA,,,,,,,,11.03,2.83,10.47,,,
SIBN,Return on Sales,,,,,,,,20.83,8.04,20.86,,,
SIBN,ROIC,,,,,,,,11.2,3.51,12.81,,,
SIBN,ROCE,,,,,,,,15.6164,4.6312,17.7951,,,
SIBN,Net Margin,,,,,,,,16.9833,6.0328,16.926,,,
SIBN,Операционная маржа,,,,,,,,17.9683,7.2602,18.2939,,,
SIBN,EBITDA рентабельность,,,,,,,,31.9932,24.2648,32.1377,,,
SIBN,Тек. ливкидность,,,,,,,,1.5035,0.9693,0.8913,,,
SMLT,P/E,,,,,,,,,18.17,45.86,13.07,14.87,
SMLT,P/B,,,,,,,,,6.51,28.23,8.4,14.12,
SMLT,P/S,,,,,,,,,0.98,3.22,0.86,0.95,
SMLT,P/CF,,,,,,,,,-3.88,-3.08,-0.88,-1.79,
